Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.029232,0.047061,-5.6957E-05,0,0,0,10.067,0.22006,-0.0014375,-6.9803E-05,0.35668,7.4306E-05,0.19974,0,0,0,0,0,0,package://bot13/meshes/base_link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://bot13/meshes/base_link.STL,,Base-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,0
FRW,0,-7.53920386007134E-05,-0.089381031363088,0,0,0,0.8334016991443,0.00215743548655978,4.33680868994202E-19,1.75229940963233E-19,0.00216058181623486,-8.55705036383949E-07,0.0039286091523943,0,0,0,0,0,0,package://bot13/meshes/FRW.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://bot13/meshes/FRW.STL,,Wheel-4,,,FRWJ,continuous,0.125,-0.13,-0.025,1.5708,0.39309,-3.1416,base_link,0,0,1,,,,,,,,,,,,0
RRW,-2.77555756156289E-17,-7.53920386007342E-05,-0.089381031363088,0,0,0,0.8334016991443,0.00215743548655978,6.50521303491303E-19,4.68515098950035E-20,0.00216058181623486,-8.55705036383984E-07,0.0039286091523943,0,0,0,0,0,0,package://bot13/meshes/RRW.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://bot13/meshes/RRW.STL,,Wheel-1,,,RRWJ,continuous,-0.125,-0.13,-0.025,1.5708,0.39309,-3.1416,base_link,0,0,1,,,,,,,,,,,,0
FLW,0,-7.5392E-05,-0.089381,0,0,0,0.8334,0.0021574,-8.7964E-21,2.7837E-19,0.0021606,-8.5571E-07,0.0039286,0,0,0,0,0,0,package://bot13/meshes/FLW.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://bot13/meshes/FLW.STL,,Wheel-2,,,FLWJ,continuous,0.125,0.13,-0.025,1.5708,0,0,base_link,0,0,1,,,,,,,,,,,,0
RLW,-1.38777878078145E-17,-7.53920386007238E-05,-0.0893810313630881,0,0,0,0.8334016991443,0.00215743548655978,-8.79635490065067E-21,2.78368928810459E-19,0.00216058181623486,-8.5570503638385E-07,0.0039286091523943,0,0,0,0,0,0,package://bot13/meshes/RLW.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://bot13/meshes/RLW.STL,,Wheel-3,,,RLWJ,continuous,-0.125,0.13,-0.025,1.5708,0,0,base_link,0,0,1,,,,,,,,,,,,0
FC,0.015,-6.93889390390723E-18,-3.74580556821112E-17,0,0,0,0.0749999999999999,3.125E-05,0,0,2.125E-05,-1.95156391047391E-21,2.125E-05,0,0,0,0,0,0,package://bot13/meshes/FC.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://bot13/meshes/FC.STL,,Camera-2,,,FCJ,fixed,0.225,0,0.04,1.5708,0,0,base_link,0,0,0,,,,,,,,,,,,0
RC,0.015,0,-6.93889390390723E-18,0,0,0,0.075,3.125E-05,-1.62630325872826E-22,4.23516473627154E-22,2.125E-05,-1.30556011603463E-21,2.125E-05,0,0,0,0,0,0,package://bot13/meshes/RC.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://bot13/meshes/RC.STL,,Camera-1,,,RCJ,fixed,0.05,-0.23,0.125,1.5708,0,1.5708,base_link,0,0,0,,,,,,,,,,,,0
LC,0.015,0,6.93889390390723E-18,0,0,0,0.075,3.125E-05,-1.62630325872825E-22,4.23516473627155E-22,2.125E-05,6.50521303491303E-22,2.125E-05,0,0,0,0,0,0,package://bot13/meshes/LC.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://bot13/meshes/LC.STL,,Camera-3,,,LCJ,fixed,0.05,0.2,0.125,1.5708,0,1.5708,base_link,0,0,0,,,,,,,,,,,,0
B,0.00625000000000001,0.099085,-2.21955375401734E-17,0,0,0,0.928921875000001,0.0139258044771535,-1.03035018585451E-36,3.57062560219177E-20,0.0108978985595703,-5.01177010446494E-19,0.00305209659141133,0,0,0,0,0,0,package://bot13/meshes/B.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://bot13/meshes/B.STL,,Back-1,,,BJ,prismatic,-0.225,0,0.022817,1.5708,0,0,base_link,0,1,0,100,0.2,-0.15,0,,,,,,,,0
EP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package://bot13/meshes/EP1.STL,1,1,1,1,0,0,0,0,0,0,package://bot13/meshes/EP1.STL,,EP1-1,,,EP1J,prismatic,0,0.005,0.33,1.5708,0,0,base_link,1,0,0,100,0.5,0,0.35,,,,,,,,0
